task_column,benchmark,task_id,observed_count,missing_count,missing_fraction,observed_mean,observed_std,observed_min,observed_max,imputed_mean,imputed_normalized_mean,imputed_normalized_std,strength_correlation,difficulty_tier,negative_count,gt_one_count,is_bounded_score_task,is_reliable_observed_task,is_discriminative_task,is_mix_candidate_pool
aa-lcr/aa-lcr/aa-lcr-25,aa-lcr,aa-lcr/aa-lcr-25,10,6,0.375,0.12,0.2039607805437114,0.0,0.6,0.075,0.4999999999999999,1.1426091000668406,0.1129864684507624,hard,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-26,aa-lcr,aa-lcr/aa-lcr-26,10,6,0.375,0.02,0.06,0.0,0.2,0.0125,0.2083333333333333,0.8068715304598785,0.0666667241059432,frontier,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-27,aa-lcr,aa-lcr/aa-lcr-27,10,6,0.375,0.5000000000000001,0.4404543109109048,0.0,1.0,0.4625,0.0657894736842105,0.3700621344848745,0.0459026268834671,medium,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-28,aa-lcr,aa-lcr/aa-lcr-28,10,6,0.375,0.66,0.4103656905736638,0.0,1.0,0.75,-0.2142857142857143,0.4922874554317937,-0.1123901031274204,easy,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-29,aa-lcr,aa-lcr/aa-lcr-29,10,6,0.375,0.6,0.4381780460041329,0.0,1.0,0.675,-0.1388888888888889,0.3996526269427266,-0.0897301121283966,medium,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-3,aa-lcr,aa-lcr/aa-lcr-3,10,6,0.375,0.6,0.4289522117905444,0.0,1.0,0.675,-0.1388888888888889,0.3918537772129412,-0.0915159824046452,medium,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-30,aa-lcr,aa-lcr/aa-lcr-30,10,6,0.375,0.02,0.06,0.0,0.2,0.0125,0.2083333333333333,0.8068715304598785,0.066666639719697,frontier,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-31,aa-lcr,aa-lcr/aa-lcr-31,9,7,0.4375,0.9555555555555556,0.0831479419283098,0.8,1.0,0.975,-0.3006688971514774,0.795495128834866,-0.0975898600120594,saturated,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-32,aa-lcr,aa-lcr/aa-lcr-32,10,6,0.375,0.68,0.3487119154832538,0.0,1.0,0.7250000000000001,-0.1363636363636364,0.5122467122538474,-0.0687341465834367,easy,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-33,aa-lcr,aa-lcr/aa-lcr-33,10,6,0.375,0.8333332999999999,0.2463061103586551,0.333333,1.0,0.8958333125,-0.5208334375000001,1.053886933817379,-0.1276023790575866,easy,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-34,aa-lcr,aa-lcr/aa-lcr-34,10,6,0.375,0.76,0.32,0.0,1.0,0.8125,-0.25,0.7482973871341774,-0.0862619639441783,easy,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-35,aa-lcr,aa-lcr/aa-lcr-35,10,6,0.375,0.66,0.38,0.0,1.0,0.7125,-0.1250000000000001,0.4399530355269614,-0.0733595680808738,easy,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-36,aa-lcr,aa-lcr/aa-lcr-36,10,6,0.375,0.74,0.3352610922848042,0.0,1.0,0.7999999999999999,-0.2,0.552268050859363,-0.0935047194347433,easy,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-37,aa-lcr,aa-lcr/aa-lcr-37,9,7,0.4375,0.7703703333333335,0.2333040063874696,0.333333,1.0,0.7833333125000002,-0.0833334375,0.8779714130218003,-0.0245071282895009,easy,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-38,aa-lcr,aa-lcr/aa-lcr-38,9,7,0.4375,0.1111111111111111,0.1662958838566196,0.0,0.4,0.0625,0.3125,0.6817945071647321,0.1183451474503736,hard,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-39,aa-lcr,aa-lcr/aa-lcr-39,10,6,0.375,0.82,0.3026549190084311,0.0,1.0,0.8875,-0.5625000000000001,1.2732217992164605,-0.1140701919455227,easy,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-4,aa-lcr,aa-lcr/aa-lcr-4,10,6,0.375,0.77,0.31,0.0,1.0,0.81875,-0.2321428571428572,0.7229386599998986,-0.0829101656197291,easy,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-40,aa-lcr,aa-lcr/aa-lcr-40,10,6,0.375,0.22,0.244131112314674,0.0,0.8,0.2125,0.0357142857142857,0.5521294583478681,0.0167014817376466,hard,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-41,aa-lcr,aa-lcr/aa-lcr-41,10,6,0.375,0.8400000000000001,0.2107130750570547,0.5,1.0,0.9,-0.2857142857142857,0.5248906591678238,-0.140545496745471,easy,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-42,aa-lcr,aa-lcr/aa-lcr-42,10,6,0.375,0.72,0.3919183588453085,0.0,1.0,0.825,-0.4375,0.8454843286542927,-0.1336061308458792,easy,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-43,aa-lcr,aa-lcr/aa-lcr-43,10,6,0.375,0.72,0.3124099870362661,0.0,1.0,0.75,-0.125,0.625,-0.0516396229868462,easy,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-44,aa-lcr,aa-lcr/aa-lcr-44,10,6,0.375,0.22,0.2891366458960192,0.0,1.0,0.2125,0.0625,1.1439378261076951,0.0141070268827844,hard,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-45,aa-lcr,aa-lcr/aa-lcr-45,10,6,0.375,0.7333333000000001,0.3183290121870923,0.0,1.0,0.7583333125,-0.1190476785714286,0.7249209257839845,-0.0424015978501693,easy,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-46,aa-lcr,aa-lcr/aa-lcr-46,10,6,0.375,0.7,0.382099463490856,0.0,1.0,0.775,-0.1923076923076923,0.4880222130942124,-0.101744506477484,easy,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-47,aa-lcr,aa-lcr/aa-lcr-47,10,6,0.375,0.5449999999999999,0.3538714455844099,0.0,1.0,0.565625,-0.0670731707317072,0.5483399315637091,-0.0315830051953863,medium,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-48,aa-lcr,aa-lcr/aa-lcr-48,10,6,0.375,0.6849999999999999,0.4062326919389921,0.0,1.0,0.765625,-0.2193877551020408,0.5511857272787928,-0.1027703518939596,easy,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-49,aa-lcr,aa-lcr/aa-lcr-49,9,7,0.4375,0.1777777777777777,0.2897423291201177,0.0,0.8,0.1,0.5,1.1726039399558574,0.1100964037019667,hard,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-5,aa-lcr,aa-lcr/aa-lcr-5,10,6,0.375,0.5,0.3714835124201342,0.0,1.0,0.5,1.3877787807814457e-17,0.4894725051862804,1.86063121661322e-07,medium,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-50,aa-lcr,aa-lcr/aa-lcr-50,9,7,0.4375,0.7111111111111111,0.3281071791162978,0.0,1.0,0.75,-0.125,0.625,-0.0516397260283252,easy,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-51,aa-lcr,aa-lcr/aa-lcr-51,10,6,0.375,0.72,0.3370459909270543,0.0,1.0,0.75,-0.1428571428571429,0.7693092581620722,-0.0479461848102168,easy,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-52,aa-lcr,aa-lcr/aa-lcr-52,10,6,0.375,0.38,0.3627671429443411,0.0,1.0,0.3875,-0.0178571428571428,0.4099371529731784,-0.0112471512004686,medium,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-53,aa-lcr,aa-lcr/aa-lcr-53,10,6,0.375,0.7466667,0.3562770382721991,0.0,1.0,0.8416666875,-0.4130435137051117,0.8014048646142089,-0.133075353375243,easy,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-54,aa-lcr,aa-lcr/aa-lcr-54,10,6,0.375,0.7933332999999999,0.3312602662560211,0.0,1.0,0.8708333125000001,-0.6458334375000001,1.4017290429665772,-0.1189626123906525,easy,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-55,aa-lcr,aa-lcr/aa-lcr-55,10,6,0.375,0.65,0.3827531841800928,0.0,1.0,0.70625,-0.1630434782608696,0.5411908384567219,-0.0777868508152014,easy,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-56,aa-lcr,aa-lcr/aa-lcr-56,10,6,0.375,0.755,0.3197264455749634,0.0,1.0,0.809375,-0.25,0.7236759610155113,-0.0891968659176018,easy,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-57,aa-lcr,aa-lcr/aa-lcr-57,10,6,0.375,0.96,0.12,0.6,1.0,0.975,-0.2083333333333333,0.8068715304598785,-0.0666664584648539,saturated,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-58,aa-lcr,aa-lcr/aa-lcr-58,10,6,0.375,0.8,0.322490309931942,0.0,1.0,0.875,-0.6250000000000001,1.3635890143294644,-0.1183451388123582,easy,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-59,aa-lcr,aa-lcr/aa-lcr-59,10,6,0.375,0.545,0.3965160778581368,0.0,1.0,0.565625,-0.0466101694915255,0.4265793945924204,-0.0282118937917903,medium,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-6,aa-lcr,aa-lcr/aa-lcr-6,9,7,0.4375,0.8055555555555556,0.3166179299727779,0.2,1.0,0.890625,-0.5468750000000001,1.2815357912969114,-0.1101820943631222,easy,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-60,aa-lcr,aa-lcr/aa-lcr-60,10,6,0.375,0.025,0.075,0.0,0.25,0.015625,0.2083333333333333,0.8068715304598784,0.066666639719697,frontier,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-61,aa-lcr,aa-lcr/aa-lcr-61,10,6,0.375,0.775,0.242126000256065,0.25,1.0,0.784375,-0.0446428571428572,0.5479990270734697,-0.0210341047845958,easy,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-62,aa-lcr,aa-lcr/aa-lcr-62,10,6,0.375,0.6399999999999999,0.265329983228432,0.0,1.0,0.625,0.1666666666666666,1.404358295529393,0.0306426619624949,medium,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-63,aa-lcr,aa-lcr/aa-lcr-63,10,6,0.375,0.6050000000000001,0.2760887538455704,0.2,1.0,0.603125,0.0078125,0.545701866721885,0.003696609834073,medium,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-64,aa-lcr,aa-lcr/aa-lcr-64,10,6,0.375,0.7866666999999999,0.3249615238763044,0.0,1.0,0.8666666875,-0.4444447453706211,0.9229589259626012,-0.124333760076056,easy,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-65,aa-lcr,aa-lcr/aa-lcr-65,10,6,0.375,0.8133333,0.2227106463553325,0.333333,1.0,0.8458333124999999,-0.1547619642857143,0.5171384216134949,-0.0772699852691373,easy,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-66,aa-lcr,aa-lcr/aa-lcr-66,10,6,0.375,0.5599999999999999,0.4543126676640219,0.0,1.0,0.6125,-0.0921052631578947,0.3847418820319327,-0.0618113524774597,medium,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-67,aa-lcr,aa-lcr/aa-lcr-67,10,6,0.375,0.4666667,0.3829708605103135,0.0,0.8,0.56666675,-0.2083334375,0.4114254153499144,-0.130744177567735,medium,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-68,aa-lcr,aa-lcr/aa-lcr-68,9,7,0.4375,0.8666666666666667,0.2666666666666667,0.2,1.0,0.925,-0.2812499999999999,0.7899515412352834,-0.0919276903897261,easy,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-69,aa-lcr,aa-lcr/aa-lcr-69,10,6,0.375,0.64,0.32,0.0,1.0,0.6625,-0.0681818181818181,0.4629897451696219,-0.0380236087218116,medium,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-7,aa-lcr,aa-lcr/aa-lcr-7,10,6,0.375,0.5599999999999999,0.4363484845854286,0.0,1.0,0.6125,-0.0921052631578947,0.3700621344848745,-0.0642632764840726,medium,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-70,aa-lcr,aa-lcr/aa-lcr-70,10,6,0.375,0.8200000000000001,0.244131112314674,0.2,1.0,0.85,-0.2500000000000001,0.9842509842514766,-0.0655824072691421,easy,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-71,aa-lcr,aa-lcr/aa-lcr-71,10,6,0.375,0.44,0.4715930449020638,0.0,1.0,0.35,0.15,0.3905124837953327,0.0991770714859011,medium,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-72,aa-lcr,aa-lcr/aa-lcr-72,10,6,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,frontier,0,0,True,False,False,False
aa-lcr/aa-lcr/aa-lcr-73,aa-lcr,aa-lcr/aa-lcr-73,10,6,0.375,0.16,0.332264954516723,0.0,1.0,0.1,0.300964632714423,0.8242255917447338,0.0942809819899965,hard,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-74,aa-lcr,aa-lcr/aa-lcr-74,10,6,0.375,0.76,0.2939387691339813,0.0,1.0,0.775,-0.0714285714285715,0.6662413609349155,-0.0276816665527785,easy,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-75,aa-lcr,aa-lcr/aa-lcr-75,9,7,0.4375,0.8222222222222223,0.2897423291201177,0.2,1.0,0.8999999999999999,-0.5,1.1726039399558577,-0.1100962033526564,easy,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-76,aa-lcr,aa-lcr/aa-lcr-76,9,7,0.4375,0.6777777777777778,0.2897423291201177,0.2,1.0,0.73125,-0.1145833333333333,0.3760113676620843,-0.0786819286332715,easy,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-77,aa-lcr,aa-lcr/aa-lcr-77,10,6,0.375,0.7,0.4219004621945798,0.0,1.0,0.8125,-0.2884615384615385,0.5596781619559712,-0.1330770962233049,easy,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-78,aa-lcr,aa-lcr/aa-lcr-78,10,6,0.375,0.02,0.06,0.0,0.2,0.0125,0.2083333333333333,0.8068715304598785,0.0666666776694741,frontier,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-79,aa-lcr,aa-lcr/aa-lcr-79,10,6,0.375,0.7,0.4219004621945797,0.0,1.0,0.8125,-0.2884615384615385,0.5596781619559712,-0.1330770895171098,easy,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-8,aa-lcr,aa-lcr/aa-lcr-8,10,6,0.375,0.6399999999999999,0.32,0.0,1.0,0.625,0.0714285714285714,0.7249208260780157,0.0254411540564491,medium,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-80,aa-lcr,aa-lcr/aa-lcr-80,10,6,0.375,0.1133333,0.1956186391937383,0.0,0.6,0.0708333125,0.4722220833333332,1.0939647037946136,0.111454301129969,hard,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-81,aa-lcr,aa-lcr/aa-lcr-81,9,7,0.4375,0.1555555555555555,0.1257078722109418,0.0,0.4,0.175,-0.125,0.4841229182759271,-0.0666668583890658,hard,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-82,aa-lcr,aa-lcr/aa-lcr-82,10,6,0.375,0.8733333,0.2009976019757698,0.333333,1.0,0.9208333125,-0.3958334375,0.8516225858007739,-0.1200104615926149,easy,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-83,aa-lcr,aa-lcr/aa-lcr-83,10,6,0.375,0.9266667,0.1171892315872495,0.666667,1.0,0.9541666875,-0.3055554166666668,0.6614374253040739,-0.1192765158961932,saturated,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-84,aa-lcr,aa-lcr/aa-lcr-84,9,7,0.4375,0.7555555555555556,0.2793290019994785,0.2,1.0,0.775,-0.0625,0.5266343608235224,-0.0306424617702112,easy,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-85,aa-lcr,aa-lcr/aa-lcr-85,10,6,0.375,0.7,0.3492849839314596,0.0,1.0,0.7375,-0.125,0.5606915373001451,-0.0575623978131869,easy,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-86,aa-lcr,aa-lcr/aa-lcr-86,10,6,0.375,0.16,0.1743559577416269,0.0,0.4,0.1375,0.1071428571428571,0.402479559628023,0.068734442421178,hard,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-87,aa-lcr,aa-lcr/aa-lcr-87,10,6,0.375,0.1399999999999999,0.18,0.0,0.6,0.125,0.125,0.7180703308172536,0.0449467313007882,hard,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-88,aa-lcr,aa-lcr/aa-lcr-88,10,6,0.375,0.44,0.3666060555964672,0.0,1.0,0.3875,0.159090909090909,0.541176404535939,0.0759034828533916,medium,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-89,aa-lcr,aa-lcr/aa-lcr-89,10,6,0.375,0.7933333,0.3431229575531343,0.0,1.0,0.8708333125,-0.4305556249999999,0.9637529212859016,-0.115350013039799,easy,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-9,aa-lcr,aa-lcr/aa-lcr-9,10,6,0.375,0.4399999999999999,0.417612260356422,0.0,1.0,0.425,0.0277777777777777,0.367465459870082,0.01951817500012,medium,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-90,aa-lcr,aa-lcr/aa-lcr-90,10,6,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,frontier,0,0,True,False,False,False
aa-lcr/aa-lcr/aa-lcr-91,aa-lcr,aa-lcr/aa-lcr-91,9,7,0.4375,0.8222222222222223,0.3189488909868294,0.0,1.0,0.9,-0.5000000000000001,1.2747548783981963,-0.1012739887757968,easy,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-92,aa-lcr,aa-lcr/aa-lcr-92,10,6,0.375,0.52,0.4214261501141095,0.0,1.0,0.55,-0.0555555555555556,0.3726779962499649,-0.0384898468383942,medium,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-93,aa-lcr,aa-lcr/aa-lcr-93,10,6,0.375,0.8266667,0.2550816653544703,0.2,1.0,0.8916666875,-0.3611113425927855,0.7280751141981048,-0.1280616388471226,easy,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-94,aa-lcr,aa-lcr/aa-lcr-94,10,6,0.375,0.6,0.4195235392680606,0.0,1.0,0.6375,-0.0833333333333332,0.4469029225930641,-0.0481458206790235,medium,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-95,aa-lcr,aa-lcr/aa-lcr-95,9,7,0.4375,0.3111111111111111,0.3664982778326809,0.0,1.0,0.2624999999999999,0.1041666666666667,0.467242947750121,0.0575626325769998,hard,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-96,aa-lcr,aa-lcr/aa-lcr-96,10,6,0.375,0.8,0.3098386676965933,0.0,1.0,0.875,-0.3571428571428571,0.7525466966323385,-0.1225356166913314,easy,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-97,aa-lcr,aa-lcr/aa-lcr-97,10,6,0.375,0.8866666999999999,0.1956186391937384,0.4,1.0,0.9291666875,-0.4722220833333336,1.0939647037946147,-0.1114542041879359,easy,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-98,aa-lcr,aa-lcr/aa-lcr-98,10,6,0.375,0.02,0.06,0.0,0.2,0.0125,0.2083333333333333,0.8068715304598785,0.0666666776694741,frontier,0,0,True,False,True,False
aa-lcr/aa-lcr/aa-lcr-99,aa-lcr,aa-lcr/aa-lcr-99,10,6,0.375,0.7,0.3255764119219941,0.0,1.0,0.7375,-0.1136363636363636,0.4761892463581127,-0.061615738899703,easy,0,0,True,False,True,False
aider-polyglot/polyglot_cpp_all-your-base,aider-polyglot,polyglot_cpp_all-your-base,16,0,0.0,0.3,0.3674234614174767,0.0,1.0,0.3,0.3333333333333333,0.6123724356957945,0.2108186422435584,medium,0,0,True,True,True,True
aider-polyglot/polyglot_cpp_allergies,aider-polyglot,polyglot_cpp_allergies,16,0,0.0,0.3625,0.3479852726768764,0.0,1.0,0.3625,-0.0625,0.5799754544614606,0.2689686921916237,medium,0,0,True,True,True,True
aider-polyglot/polyglot_cpp_bank-account,aider-polyglot,polyglot_cpp_bank-account,16,0,0.0,0.5249999999999999,0.4175823272122516,0.0,1.0,0.5249999999999999,-0.0882352941176471,0.4912733261320607,0.3246173428864563,medium,0,0,True,True,True,True
aider-polyglot/polyglot_cpp_binary-search-tree,aider-polyglot,polyglot_cpp_binary-search-tree,16,0,0.0,0.2,0.324037034920393,0.0,1.0,0.2,0.5,0.8100925873009825,0.1593639382918225,hard,0,0,True,True,True,True
aider-polyglot/polyglot_cpp_circular-buffer,aider-polyglot,polyglot_cpp_circular-buffer,16,0,0.0,0.3375,0.3919103851647721,0.0,1.0,0.3375,0.2115384615384615,0.6029390540996493,0.2223522800715198,medium,0,0,True,True,True,True
aider-polyglot/polyglot_cpp_clock,aider-polyglot,polyglot_cpp_clock,16,0,0.0,0.3125,0.3237958461747154,0.0,1.0,0.3125,0.25,0.7195463248327011,0.2491915487991865,medium,0,0,True,True,True,True
aider-polyglot/polyglot_cpp_complex-numbers,aider-polyglot,polyglot_cpp_complex-numbers,16,0,0.0,0.6000000000000001,0.282842712474619,0.2,1.0,0.6000000000000001,6.245004513516506e-17,0.6285393610547089,-0.1825740538285722,medium,0,0,True,True,True,True
aider-polyglot/polyglot_cpp_crypto-square,aider-polyglot,polyglot_cpp_crypto-square,16,0,0.0,0.375,0.3992179855667828,0.0,1.0,0.375,0.21875,0.4990224819584785,0.242535776807249,medium,0,0,True,True,True,True
aider-polyglot/polyglot_cpp_diamond,aider-polyglot,polyglot_cpp_diamond,16,0,0.0,0.5375,0.3585997071945263,0.0,1.0,0.5375,-0.1249999999999999,0.7171994143890527,0.3870108283782134,medium,0,0,True,True,True,True
aider-polyglot/polyglot_cpp_dnd-character,aider-polyglot,polyglot_cpp_dnd-character,16,0,0.0,0.525,0.3230711995830021,0.0,1.0,0.525,-0.1666666666666666,0.7179359990733379,0.4195808150339324,medium,0,0,True,True,True,True
aider-polyglot/polyglot_cpp_gigasecond,aider-polyglot,polyglot_cpp_gigasecond,16,0,0.0,0.375,0.3864906208435076,0.0,1.0,0.375,0.0937499999999999,0.4831132760543845,0.2505225694443058,medium,0,0,True,True,True,True
aider-polyglot/polyglot_cpp_grade-school,aider-polyglot,polyglot_cpp_grade-school,16,0,0.0,0.55,0.4031128874149274,0.0,1.0,0.55,0.0625,0.5038911092686593,0.3522820934396583,medium,0,0,True,True,True,True
